nct_number,min_age,max_age,gender,bmi_min,bmi_max,hba1c_min,hba1c_max,pregnant_allowed
NCT01961024,30.0,70.0,Male,,,,,True
NCT05295160,18.0,80.0,All,28.0,,,,True
NCT02012166,18.0,50.0,Male,,,,,True
NCT01771445,20.0,50.0,Male,18.0,,,,False
NCT01436201,18.0,65.0,All,,,,,False
NCT01433380,18.0,55.0,All,,,,,True
NCT01432938,18.0,65.0,All,,,,,False
NCT01009528,40.0,70.0,All,,,,,True
NCT00687284,,,All,,,,,False
NCT01485614,10.0,17.0,All,,,,,False
NCT00935467,18.0,45.0,All,,,,,False
NCT01293578,18.0,,All,,,,,True
NCT00930865,18.0,45.0,All,,,,,False
NCT01416324,18.0,60.0,All,,,,,False
NCT00924573,20.0,74.0,All,,,,,True
NCT01068652,18.0,,All,,,,,False
NCT01406262,18.0,45.0,All,,,,,False
NCT01515384,18.0,70.0,All,18.0,32.0,,,False
NCT01141192,19.0,60.0,All,,,,,False
NCT00179374,40.0,,All,,,,,True
NCT00908271,18.0,45.0,Male,,,,,True
NCT07266766,18.0,45.0,All,,,,,False
NCT00975052,18.0,55.0,All,,,,,True
NCT00904176,18.0,45.0,All,,,,,False
NCT00657930,18.0,,All,,,,,False
NCT00899470,19.0,45.0,All,,,,,False
NCT07270900,12.0,18.0,All,,,,,True
NCT01388153,18.0,45.0,Male,,,,,True
NCT00897390,19.0,45.0,All,,,,,False
NCT01383356,18.0,55.0,All,,,,,True
NCT00888238,18.0,45.0,Male,,,,,True
NCT01509755,30.0,75.0,All,,,,,True
NCT07205913,18.0,,All,,,6.5,6.5,False
NCT00947024,18.0,50.0,Male,,,,,True
NCT01366287,18.0,55.0,All,,,,,False
NCT03867500,18.0,55.0,All,,,,,False
NCT00220207,18.0,75.0,All,,,,,True
NCT01357148,,,All,,,,,True
NCT01354990,,,All,,,,,True
NCT07039890,18.0,45.0,All,,,,,False
NCT00527397,16.0,75.0,All,,,,,True
NCT01340911,18.0,55.0,Male,,,,,True
NCT04641312,20.0,65.0,All,,,,,True
NCT00842556,18.0,45.0,All,,,,,False
NCT00912002,18.0,65.0,Male,,,,,True
NCT00839683,18.0,45.0,All,,,,,False
NCT01326299,21.0,75.0,All,,,,9.0,False
NCT00834262,18.0,,All,,,,,False
NCT00830076,18.0,65.0,All,,,,,False
NCT00775736,,,All,,,,,False
NCT01300260,18.0,65.0,All,22.0,40.0,,,True
NCT01294553,,,All,,,,,True
NCT00931034,18.0,55.0,Female,,,,,False
NCT00865033,18.0,,All,,,,,True
NCT00862875,18.0,80.0,All,,,,,False
NCT01274663,18.0,45.0,All,,,,,True
NCT04028427,18.0,,All,,,,,True
NCT00659932,,,All,,,,,True
NCT00213122,20.0,74.0,All,,,,,True
NCT01253304,18.0,85.0,All,,,,,False
NCT04588259,,,All,,,,,True
NCT00762242,18.0,,All,,,,,False
NCT00830791,18.0,75.0,All,,,,,False
NCT00757601,18.0,55.0,All,,,,,True
NCT06932159,18.0,45.0,All,,,,,False
NCT00712478,40.0,,All,,,,,True
NCT01236794,14.0,85.0,All,,,,,True
NCT06600555,18.0,65.0,All,30.0,34.9,,,False
NCT00331851,18.0,80.0,All,,,,,False
NCT01223339,18.0,55.0,All,,,,,False
NCT00184626,35.0,,All,,,,,True
NCT00790556,18.0,65.0,All,,,,,True
NCT01211197,18.0,55.0,All,,,,,True
NCT01202266,18.0,55.0,All,,,,,False
NCT00776243,20.0,70.0,All,,,,,False
NCT00704574,6.0,18.0,All,,,,,True
NCT01618214,18.0,65.0,All,,,,,True
NCT00770302,18.0,45.0,All,,,,,False
NCT01159184,30.0,80.0,All,,,,,True
NCT05717127,20.0,70.0,All,,,,,True
NCT01183715,18.0,55.0,All,,,,,True
NCT06623708,18.0,70.0,All,,,,,True
NCT00758680,18.0,65.0,All,,,,,True
NCT01589653,18.0,,All,,,,,True
NCT00282451,18.0,18.0,All,,,,,True
NCT00673465,18.0,65.0,All,,,,,False
NCT00993304,18.0,,All,18.5,40.0,6.5,10.0,False
NCT02163278,20.0,45.0,Male,,,,,True
NCT00730275,10.0,17.0,All,,,,,True
NCT01147731,18.0,55.0,Male,,,,,True
NCT01147718,18.0,55.0,All,,,,,False
NCT01147692,18.0,55.0,All,,,,,False
NCT01144728,35.0,75.0,All,,,,,False
NCT01144520,40.0,60.0,All,,,,,False
NCT01055093,18.0,69.0,All,,,,,False
NCT04160078,18.0,,All,,,5.7,6.4,False
NCT01697618,40.0,75.0,All,,,,,True
NCT01101568,18.0,65.0,All,,,,,False
NCT06730113,12.0,25.0,All,85.0,85.0,6.5,5.7,False
NCT00605449,18.0,55.0,All,,,,,False
NCT00673894,40.0,70.0,All,,,,,True
NCT01079364,18.0,,All,,,7.0,,False
NCT01077505,18.0,40.0,Female,,,,,False
NCT01067092,21.0,,All,,,,,True
NCT00638131,18.0,80.0,All,,,,,False
NCT00566865,18.0,55.0,All,,,,,True
NCT01009580,18.0,,All,,,,,False
NCT07213895,18.0,50.0,All,,,,,False
NCT01201928,18.0,80.0,All,,,,,True
NCT04214600,35.0,80.0,All,,,,,True
NCT01030796,18.0,,All,,,7.0,,False
NCT00608179,30.0,60.0,All,,,,,False
NCT05844748,18.0,65.0,All,,,,,True
NCT01018628,18.0,55.0,Male,,,,,True
NCT00791895,18.0,,All,,,,,False
NCT01511172,18.0,70.0,All,,,,,True
NCT00283751,18.0,,All,,,,,True
NCT00495014,18.0,65.0,All,,,,,False
NCT00469586,18.0,,All,,,,,True
NCT00486291,18.0,65.0,All,,,,,False
NCT00970528,18.0,79.0,All,,,7.0,,False
NCT06658067,18.0,,All,,,,,False
NCT07016958,18.0,,All,,,,,False
NCT00469092,18.0,,All,,,,,True
NCT00939939,19.0,70.0,All,,,,,True
NCT00938275,18.0,55.0,All,,,,,False
NCT00938158,30.0,75.0,All,,,,,False
NCT00937872,18.0,65.0,Male,,,,,True
NCT00825253,18.0,65.0,All,,,,,True
NCT00933062,18.0,60.0,Male,,,,,True
NCT00404963,18.0,65.0,All,27.0,35.0,,,False
NCT00149331,18.0,,All,,,,,True
NCT00348712,18.0,,All,,,,,True
NCT00343980,18.0,,All,,,,,True
NCT00951912,30.0,70.0,Female,,,,,True
NCT07252609,30.0,70.0,All,,,,7.5,False
NCT00358124,18.0,80.0,All,25.0,,,,False
NCT02131272,10.0,18.0,All,,,,,True
NCT00841048,18.0,45.0,Male,19.0,30.0,,,True
NCT01355718,18.0,,All,,,,,False
NCT06912542,18.0,,All,,,,,False
NCT00823940,18.0,55.0,All,,,,,False
NCT01195259,,,All,,,,,True
NCT01779596,40.0,65.0,Male,,,,,True
NCT01487798,18.0,,All,,,,,True
NCT01536600,,,All,,,,,True
NCT01650324,20.0,45.0,Male,,,,,True
NCT00600366,35.0,,All,,,,,True
NCT01967992,18.0,100.0,All,,,,,False
NCT00897169,40.0,65.0,All,,,,,True
NCT01779115,,,All,,,,,True
NCT01415271,,,All,,,,,True
NCT01720303,18.0,70.0,All,,,,,True
NCT01519674,18.0,,All,,,,,True
NCT01059812,18.0,,All,,,,,False
NCT05225337,18.0,80.0,All,30.0,50.0,6.5,11.0,False
NCT00693771,35.0,75.0,All,,,,9.5,False
NCT06071325,18.0,120.0,All,,,,,False
NCT00362193,18.0,80.0,All,,,,8.0,False
NCT00399711,18.0,,All,,,7.5,11.0,False
NCT00619697,18.0,,All,,,7.0,12.0,True
NCT01232946,18.0,50.0,All,25.0,,,,False
NCT01492166,,,All,,,,,True
NCT06750497,18.0,80.0,All,,35.0,,,False
NCT00625859,18.0,55.0,Male,,,,,True
NCT06709807,19.0,,All,,,,,False
NCT01814137,18.0,,All,,,,,True
NCT00615212,18.0,55.0,All,,,,,False
NCT00986375,9.0,,All,,,,,True
NCT00700960,40.0,,All,,,,,True
NCT05411458,18.0,65.0,All,,,,,True
NCT01123980,20.0,79.0,All,,,,,True
NCT05547594,18.0,,All,,,,,True
NCT00562250,18.0,45.0,All,,,,,True
NCT00964262,20.0,45.0,Male,,,,,True
NCT00549887,18.0,,All,,,,,True
NCT02662114,18.0,,All,,,,,True
NCT00755833,,,All,,,,,False
NCT00543517,21.0,78.0,All,,,,,False
NCT00543491,21.0,78.0,All,,,,,False
NCT00543010,21.0,80.0,All,,,,,True
NCT00848757,18.0,55.0,Female,,,,,False
NCT00538174,20.0,70.0,All,,32.0,6.0,10.0,True
NCT00537719,18.0,65.0,All,,,,,True
NCT00836225,18.0,65.0,All,,30.0,,,False
NCT04698122,18.0,65.0,All,,,,,False
NCT05505773,,,All,,,,,True
NCT00313001,18.0,80.0,All,,,,,True
NCT00006163,30.0,,All,,,,,True
NCT02185482,35.0,60.0,All,,,,,True
NCT01240252,30.0,65.0,All,,,,,True
NCT00709917,18.0,,All,,,,,True
NCT02827903,19.0,,All,40.0,,,11.0,True
NCT00657319,18.0,,All,,,,,True
NCT02190669,18.0,75.0,All,,,,,False
NCT00972283,18.0,,All,,,,,False
NCT06296485,75.0,,All,,,,,True
NCT00953498,18.0,,All,,,6.5,,False
NCT00895986,25.0,75.0,All,,,,,False
NCT00384215,18.0,79.0,All,,25.0,,,False
NCT02973412,18.0,75.0,All,,,,,True
NCT00753142,18.0,65.0,All,30.0,,,,False
NCT02246582,14.0,75.0,All,,,,,False
NCT06208189,18.0,75.0,All,,,,,False
NCT01089569,18.0,75.0,All,,,7.0,9.0,False
NCT07131761,65.0,,All,,,,,True
NCT04363710,35.0,60.0,All,30.0,,,,True
NCT01334606,18.0,75.0,All,,,,,False
NCT00519727,18.0,65.0,All,,30.0,,,False
NCT05078255,18.0,74.0,All,25.0,,48.0,,False
NCT02073058,18.0,,All,,,,,False
NCT00331604,18.0,99.0,All,,,,,True
NCT00806936,,,All,,,,,False
NCT02925312,21.0,75.0,All,,,,,False
NCT05576116,18.0,50.0,All,30.0,,,,True
NCT00842894,,,All,,,,,False
NCT00696657,18.0,,All,,,,,True
NCT00225225,20.0,75.0,All,,,,,True
NCT01163006,30.0,70.0,All,,,,,True
NCT00666094,35.0,71.0,Male,,,,,True
NCT01217112,18.0,,All,,,,,False
NCT00036504,30.0,79.0,All,,,,,False
NCT05144802,18.0,75.0,All,,,,,False
NCT00274274,18.0,,All,,,,,True
NCT00725127,50.0,,All,,,,,True
NCT00622323,18.0,,All,,,,,False
NCT00499824,30.0,75.0,All,,,6.5,,False
NCT00382473,28.0,55.0,All,,,,,True
NCT02574195,18.0,,All,,,,,True
NCT04810026,18.0,,All,,,,,False
NCT05979142,35.0,,All,,,,,True
NCT00097084,18.0,,All,,,,,True
NCT06542627,19.0,,All,,,6.5,,False
NCT00797888,18.0,85.0,All,,,7.0,,True
NCT00267683,20.0,,All,,,,,True
NCT05516576,18.0,65.0,All,,,,9.0,True
NCT01514149,18.0,70.0,All,,,7.0,,False
NCT04642911,,,All,,,,,True
NCT04954313,18.0,,All,,,6.5,,False
NCT03983551,20.0,95.0,All,,,,,True
NCT06590519,18.0,80.0,All,,,,,False
NCT01767389,18.0,64.0,All,,,,,True
NCT04276051,22.0,65.0,All,,,,,False
NCT00949663,18.0,65.0,All,,,,9.0,False
NCT00339833,18.0,45.0,All,,,,,False
NCT02629263,,,All,,,,,True
NCT06363747,25.0,75.0,All,27.0,,7.0,,False
NCT05131451,8.0,21.0,All,,,,,True
NCT01085773,20.0,80.0,All,25.0,,,,True
NCT00842192,,,All,,,,,False
NCT00715351,,,All,,,,,True
NCT03821662,18.0,,All,,,,,True
NCT00645528,18.0,,All,,,8.0,,True
NCT02214641,18.0,30.0,All,,,,,False
NCT07158346,19.0,55.0,All,18.0,29.9,,,False
NCT00254800,18.0,45.0,Female,,,,,True
NCT04913909,30.0,65.0,All,,,,,True
NCT01407003,18.0,65.0,All,,,6.5,10.0,True
NCT03978286,18.0,85.0,All,,,,,True
NCT00604396,18.0,,All,,,7.5,10.0,True
NCT00604253,20.0,,All,,,7.5,10.0,False
NCT00494988,18.0,50.0,All,,,,,True
NCT03053336,18.0,,All,,,,,True
NCT05229445,18.0,,All,,,,,False
NCT00490178,20.0,80.0,All,,,9.5,,False
NCT04928248,18.0,,All,,,,,True
NCT05169034,18.0,,All,,,,10.0,False
NCT01498900,,,All,,,,,True
NCT03393715,18.0,70.0,All,,,,,False
NCT06567041,18.0,55.0,All,,,6.5,,False
NCT02744820,18.0,55.0,Male,,,,,True
NCT00501462,18.0,75.0,All,,,,,False
NCT00698126,,,All,,,,,True
NCT00432887,18.0,,All,21.0,,,,False
NCT00123604,30.0,80.0,All,,,6.0,9.0,True
NCT01939496,18.0,75.0,All,,,,,True
NCT00799448,40.0,75.0,All,,,,,True
NCT01673178,30.0,70.0,All,,,,,False
NCT05514535,18.0,,All,,,,,True
NCT00549133,40.0,65.0,All,,,,,False
NCT00042601,18.0,70.0,Male,20.0,,,,True
NCT01061216,18.0,55.0,Male,,,,,True
NCT03810378,18.0,,All,40.0,,,,False
NCT00285896,20.0,50.0,Male,,,,,True
NCT03072901,18.0,,All,,,,,False
NCT05279729,18.0,64.0,All,27.0,,,,True
NCT04020822,18.0,75.0,All,,,,,False
NCT05649137,18.0,,All,,,,,True
NCT02392117,18.0,,All,,,,,True
NCT07066891,18.0,75.0,All,,,,,False
NCT04436822,2.0,80.0,All,,,,,False
NCT00444899,18.0,,All,,,7.0,,True
NCT06695598,19.0,55.0,All,,,,,False
NCT06695572,19.0,55.0,All,,,,,False
NCT00950898,18.0,35.0,Male,,,,,True
NCT01096667,18.0,65.0,All,,,,,True
NCT04378114,18.0,80.0,All,,,,,False
NCT00365781,18.0,65.0,All,,,,,False
NCT04194450,20.0,69.0,All,,,,,False
NCT02758275,18.0,,All,,,,,True
NCT07172867,18.0,65.0,All,27.0,40.0,,,False
NCT05039307,18.0,49.0,Female,,,,,False
NCT00184600,18.0,,All,,,,,True
NCT00869908,,,All,,,,,False
NCT04159766,18.0,65.0,All,,,,,False
NCT00198913,18.0,,All,,,,,True
NCT02182830,18.0,,All,,,,,False
NCT01370005,18.0,,All,,,,,True
NCT00363233,50.0,79.0,All,,,,,True
NCT03397225,30.0,65.0,Male,,,,,True
NCT02002221,20.0,74.0,All,20.0,,7.0,,True
NCT03781102,8.0,54.0,All,25.0,,,6.5,False
NCT06892314,18.0,,Female,,,6.5,,False
NCT00747006,18.0,70.0,All,,,,,True
NCT02762708,20.0,65.0,All,35.0,,,,True
NCT02759107,21.0,70.0,All,,,,,True
NCT06142006,25.0,75.0,All,27.0,,7.0,,False
NCT00108225,55.0,75.0,All,,,,,True
NCT04818242,18.0,,All,,,,,False
NCT06327815,18.0,80.0,All,19.0,,,,False
NCT07258316,40.0,60.0,Female,,,,,True
NCT00110435,18.0,79.0,All,,,,,True
NCT05055804,25.0,65.0,All,,,,,True
NCT01168297,18.0,100.0,All,,,,,False
NCT02453685,18.0,,All,,,,,True
NCT00831194,21.0,65.0,All,30.0,,,,True
NCT00491725,35.0,65.0,All,,,,,True
NCT03052400,18.0,65.0,Male,,,,,True
NCT00670722,18.0,,All,,,,,False
NCT05033899,30.0,65.0,All,35.0,,,7.0,True
NCT02883127,18.0,,Female,,,48.0,,False
NCT06385015,17.0,25.0,All,,,,,True
NCT02674893,18.0,,All,27.0,,7.0,,False
NCT00784511,40.0,,All,,,7.0,,False
NCT01600924,18.0,75.0,All,,,,,True
NCT01354925,18.0,,All,,,,,False
NCT04466618,25.0,65.0,All,,,6.5,,False
NCT04261361,25.0,60.0,All,,,,,True
NCT04307797,18.0,99.0,All,25.0,,,,False
NCT00304603,18.0,75.0,All,,,,,True
NCT06184568,18.0,,All,28.0,,,9.5,False
NCT06037252,18.0,75.0,All,,,,,True
NCT00741429,18.0,70.0,All,,,,,False
NCT02343471,18.0,75.0,All,,40.0,48.0,,False
NCT01278823,18.0,60.0,All,,,,,False
NCT00453934,18.0,75.0,All,,,7.0,,False
NCT03826290,18.0,,All,,,,,True
NCT02617693,,,Female,,,,,False
NCT00194506,18.0,75.0,All,,,,,True
NCT05088616,18.0,,All,,,,,False
NCT04007003,18.0,,All,,,,,False
NCT01415115,18.0,,All,,,,,False
NCT06333977,18.0,70.0,All,,,,,False
NCT01925248,25.0,70.0,All,,,,,False
NCT03472846,60.0,80.0,Female,,,,,True
NCT02796170,18.0,75.0,All,,,,,False
NCT00689026,50.0,,All,,,,,True
NCT01121276,18.0,65.0,All,,,,,True
NCT04948918,20.0,80.0,All,,,6.0,,True
NCT00095446,18.0,,All,,,,,True
NCT00737347,21.0,65.0,All,,,,,True
NCT00806897,18.0,,All,,,,,False
NCT05680155,18.0,75.0,All,,,,,True
NCT05680129,18.0,75.0,All,,,,,True
NCT00697450,18.0,,All,,,,,False
NCT04104243,18.0,,Male,25.0,,,,True
NCT03457818,50.0,90.0,Female,,,,8.4,False
NCT05691985,18.0,80.0,All,,,,,True
NCT06616961,18.0,,All,,,,,False
NCT01837680,18.0,,Female,,,,,False
NCT03310944,18.0,55.0,All,,,,,False
NCT01984372,,,All,,,,,True
NCT02799953,18.0,,All,,,,,True
NCT07195994,18.0,,All,,,,,False
NCT01709929,18.0,,All,,,,,True
NCT00865397,18.0,,All,,,,,False
NCT01073020,21.0,65.0,All,,,,,False
NCT07139405,18.0,70.0,All,28.0,,,,False
NCT06050577,50.0,85.0,All,37.0,20.0,,,True
NCT00740519,,,All,,,,,False
NCT06694155,50.0,70.0,All,,,,,False
NCT01306214,18.0,,All,,,7.5,,True
NCT04838392,18.0,,All,,,,,False
NCT01486680,20.0,50.0,All,65.0,,,,True
NCT00665808,18.0,,All,,,,,True
NCT06986876,18.0,45.0,Female,,,,,True
NCT05378282,18.0,65.0,All,,,,,True
NCT01728116,21.0,65.0,All,30.0,,,,True
NCT01172743,18.0,90.0,All,,,,,False
NCT03489031,20.0,80.0,All,,,,,False
NCT03479619,18.0,50.0,All,,,,,True
NCT01054300,18.0,65.0,All,,,,,True
NCT00641407,30.0,70.0,All,,,,,False
NCT05044130,30.0,70.0,All,,,,,False
NCT01068197,7.0,14.0,All,95.0,,,,True
NCT00873223,18.0,,All,,,7.0,9.5,True
NCT03368807,21.0,65.0,All,,,,,False
NCT01930136,40.0,,All,,,,,False
NCT03648996,40.0,75.0,All,25.1,50.0,,,False
NCT00142922,18.0,75.0,All,,,,,False
NCT06279234,18.0,70.0,All,24.5,,7.0,6.5,False
NCT01292018,18.0,,All,,,,,True
NCT01527630,20.0,50.0,Male,,,,,True
NCT03211858,18.0,,All,,,,7.0,False
NCT00659282,,,All,,,,,False
NCT07155902,35.0,,All,,,,,True
NCT02713555,,,All,35.0,,,,False
NCT06066528,18.0,,All,,,6.5,,True
NCT02912455,20.0,75.0,All,,,,,False
NCT01487421,,,All,,,,,True
NCT02729246,18.0,60.0,All,,,,,False
NCT01607450,18.0,60.0,All,30.0,25.0,,,False
NCT01398423,18.0,85.0,All,,,,,False
NCT02328599,20.0,65.0,All,,,,,False
NCT00484419,18.0,80.0,All,,,7.0,10.0,True
NCT00819741,18.0,75.0,All,,,,,True
NCT05893797,18.0,,All,,,8.0,,False
NCT01719003,18.0,,All,,,7.5,,True
NCT04531176,18.0,75.0,All,30.0,,,,False
NCT00547482,18.0,70.0,All,,,7.5,,True
NCT02468037,35.0,65.0,All,,,,,True
NCT01942694,30.0,,All,,,,,False
NCT03120299,20.0,75.0,All,,,,7.5,False
NCT00130481,10.0,18.0,All,,,,,False
NCT00318461,18.0,80.0,All,,,,,False
NCT01755494,18.0,40.0,Male,,,,,True
NCT01991548,7.0,,All,,,,,False
NCT04115579,21.0,40.0,Male,,,,,True
NCT05801614,24.0,70.0,All,27.0,,48.0,,True
NCT00294723,18.0,80.0,All,,,,,True
NCT00676741,18.0,,All,,,,,True
NCT04365400,18.0,,All,,,,,True
NCT04831385,60.0,,All,,,,,True
NCT01165684,18.0,,All,,,,,True
NCT01783275,40.0,60.0,All,30.0,40.0,,,True
NCT02103595,18.0,99.0,All,,,,,False
NCT07085741,18.0,65.0,All,,,,,False
NCT01077570,18.0,,All,,,,,False
NCT03769883,18.0,80.0,All,,,48.0,,False
NCT05535322,18.0,125.0,All,,,,,True
NCT02509065,18.0,,All,,,,,False
NCT02660476,18.0,70.0,All,,,,,False
NCT04504370,18.0,75.0,All,,40.0,,11.0,False
NCT04016415,18.0,,All,,,7.5,,False
NCT06921356,18.0,,All,,,6.5,,True
NCT01773668,21.0,70.0,All,,,,,False
NCT03130244,18.0,65.0,All,,,,,True
NCT03558867,20.0,70.0,All,,,8.0,,False
NCT02643797,18.0,,All,,,8.0,,True
NCT03747978,25.0,65.0,All,,,,,False
NCT00738023,18.0,,All,,,,,False
NCT01726621,7.0,99.0,All,,,,,False
NCT00254501,18.0,,All,,,,,True
NCT01158625,30.0,75.0,All,,,,,True
NCT01267448,18.0,75.0,All,,,12.0,,False
NCT04821921,18.0,,All,,,,,True
NCT00803660,18.0,,All,,,,,True
NCT00950963,17.0,,All,,,,,False
NCT00417924,18.0,,All,,,,,True
NCT01384058,18.0,75.0,All,,,,,True
NCT03756688,18.0,,Male,,,,,True
NCT01610219,4.0,8.0,All,95.0,,,,True
NCT01871558,18.0,,All,,,,7.0,True
NCT00141492,30.0,80.0,Male,,,,,True
NCT05254496,18.0,70.0,All,25.0,49.9,,,False
NCT02691481,20.0,80.0,All,,,,,True
NCT03091920,30.0,75.0,All,,,,,False
NCT02322268,30.0,65.0,All,,,,,False
NCT00696163,,,All,,,,,False
NCT00437918,40.0,80.0,All,,,7.5,10.0,True
NCT01507597,18.0,80.0,All,30.0,,,,True
NCT00921882,18.0,45.0,Female,,,,,False
NCT06209411,18.0,,Female,,,,,False
NCT04152811,18.0,,All,,,7.0,,True
NCT06547918,2.0,70.0,All,,,,,False
NCT01538589,,,All,,,,,True
NCT00212303,40.0,65.0,All,42.0,,,,False
NCT02283411,18.0,,All,,,,,False
NCT00634673,40.0,75.0,All,,,,,True
NCT03466567,18.0,64.0,All,,,,,False
NCT01564550,35.0,65.0,Male,,,,,True
NCT05774015,18.0,,All,,,7.0,,True
NCT00101751,18.0,,All,,,,,True
NCT01542424,,,All,,,,,True
NCT01478841,30.0,55.0,All,,,,,True
NCT01607294,18.0,70.0,All,,,,,True
NCT06666205,19.0,64.0,All,,,,,False
NCT01538511,20.0,70.0,All,,,,,True
NCT06575478,18.0,75.0,All,,,,,False
NCT03959501,21.0,75.0,All,,,8.0,,False
NCT02360878,18.0,,All,,,6.0,6.0,True
NCT01341587,18.0,,All,,,,,False
NCT03292185,18.0,45.0,All,,,,,False
NCT05761743,18.0,,All,,,,,True
NCT03288740,18.0,55.0,All,,,,,False
NCT06467955,18.0,65.0,All,,,6.5,,False
NCT06402747,19.0,,All,,,,,False
NCT06305351,18.0,70.0,All,,,,,False
NCT02473081,50.0,,All,,,,,True
NCT06864728,18.0,,All,,,,,False
NCT01865292,18.0,69.0,Male,,,,,True
NCT06034548,18.0,90.0,All,,,,,False
NCT01094899,30.0,70.0,Male,,,,,True
NCT00655200,0.0,6.0,All,,,,,False
NCT06546085,30.0,80.0,All,45.0,,6.5,5.7,False
NCT04591015,18.0,,All,,,,,False
NCT03070106,21.0,75.0,All,,,12.0,,False
NCT03659461,18.0,,All,,,,,True
NCT06899191,21.0,,All,,,,,False
NCT02906579,30.0,65.0,All,,,,,False
NCT01745549,18.0,,All,,,,,False
NCT01498913,,,All,,,,,True
NCT02964247,18.0,,All,,,,,False
NCT02176681,18.0,,All,,,,,False
NCT06176443,18.0,60.0,All,,25.0,,,True
NCT02672839,21.0,65.0,All,,,,,False
NCT06473831,18.0,65.0,All,,,6.5,,False
NCT00631774,20.0,75.0,All,25.0,40.0,,,False
NCT02845219,45.0,,Female,,,,,True
NCT04650945,18.0,,All,,,,,False
NCT05992545,20.0,80.0,All,,,,,True
NCT07225218,17.0,25.0,All,,,,,True
NCT05454059,30.0,65.0,All,,,7.0,,False
NCT06232746,18.0,65.0,All,,,6.5,,False
NCT03203694,18.0,65.0,All,,,,,False
NCT05692518,18.0,65.0,All,,,6.5,,False
NCT06516328,25.0,74.0,All,,,,,False
NCT06088615,18.0,,All,,,,,False
NCT05184322,18.0,55.0,All,30.0,,,,True
NCT01460446,18.0,,All,,,7.5,,False
NCT05576025,40.0,75.0,All,,,,,True
NCT07011147,18.0,89.0,All,,,,,False
NCT06225154,20.0,60.0,All,,,,,False
NCT00671008,6.0,,All,,,,,True
NCT03132129,50.0,75.0,All,,,,,True
NCT04806685,18.0,,All,,,,,True
NCT00700765,,,All,,,,,True
NCT06321029,21.0,,Female,,,,,True
NCT01852136,35.0,80.0,All,,,,,False
NCT04630925,18.0,,All,,,,,False
NCT00432809,20.0,60.0,All,,,7.0,,False
NCT00945165,40.0,65.0,Male,25.0,35.0,10.0,,True
NCT00742976,18.0,80.0,All,,,,,False
NCT02608853,,,All,,,,,True
NCT01179048,50.0,,All,,,,,True
NCT04344210,18.0,,All,,,,,True
NCT00655044,,,All,,,,,False
NCT06628453,18.0,50.0,Female,,,,,False
NCT04442451,30.0,85.0,All,,,10.0,,True
NCT05175677,18.0,,All,,,,,True
NCT00274118,35.0,80.0,All,,,,,False
NCT04120974,18.0,,All,,,7.5,,False
NCT06703658,18.0,65.0,All,,,6.5,6.0,True
NCT02211651,18.0,40.0,Female,20.0,25.0,,,False
NCT01464346,18.0,75.0,All,,,,,False
NCT00915954,18.0,,All,,,,,False
NCT01508858,18.0,99.0,Female,,,,,False
NCT00688974,18.0,70.0,All,35.0,30.0,,,True
NCT01516255,18.0,45.0,All,,,,,False
NCT02321878,,,All,,,,,True
NCT01687582,20.0,75.0,All,,,,,True
NCT00859079,18.0,70.0,All,,,,,True
NCT00709683,,,All,,,,,False
NCT03991299,18.0,65.0,All,30.0,,,,False
NCT01740778,18.0,,All,,,,,False
NCT01702012,21.0,,All,,,,,False
NCT03531905,18.0,75.0,All,,,7.0,10.0,False
NCT04081766,65.0,,All,,,,,True
NCT03414892,18.0,70.0,All,,35.0,,11.0,False
NCT06663813,18.0,,All,,,,,True
NCT06135532,23.0,69.0,All,,,,,False
NCT07069166,18.0,70.0,All,,,,,False
NCT01892319,,,Female,,,,,False
NCT01047735,25.0,55.0,All,30.0,40.0,,,False
NCT00191581,18.0,70.0,All,,,,,True
NCT04468243,18.0,100.0,All,,,,,True
NCT07176338,21.0,105.0,All,,,,,False
NCT01112696,18.0,75.0,All,,,,,True
NCT04801199,18.0,65.0,All,,,7.0,,False
NCT00254124,18.0,,All,,,,,True
NCT06586203,18.0,,All,,,,,True
NCT01231984,18.0,80.0,All,,,,,False
NCT00486109,14.0,70.0,All,,,,10.0,False
NCT02501343,22.0,65.0,All,,,6.5,6.5,True
NCT06682351,18.0,75.0,All,23.0,,,,False
NCT06462534,65.0,,All,,,,,True
NCT07172269,30.0,,All,,,,,False
NCT00722241,18.0,,All,,,,,False
NCT01002807,18.0,45.0,All,,,,,False
NCT01890993,,,All,,,,,True
NCT02299388,18.0,75.0,All,,,7.0,,False
NCT03508934,21.0,,All,,,,,False
NCT01809184,18.0,55.0,Male,,,,,True
NCT00729196,18.0,65.0,All,,,,,False
NCT00738153,7.0,,All,,,,,False
NCT00745433,18.0,,All,,,,,True
NCT01461499,20.0,75.0,All,,,,,True
NCT00879710,18.0,,All,31.0,31.0,,,False
NCT05925920,18.0,70.0,All,,,,8.5,False
NCT02520050,30.0,80.0,All,,,,,False
NCT01964833,18.0,,All,,,,,False
NCT00839150,20.0,55.0,All,,,,,True
NCT07228117,7.0,85.0,All,,,,,False
NCT00398060,50.0,65.0,All,,,,,True
NCT01620463,20.0,45.0,Male,,,,,True
NCT03361098,18.0,75.0,All,,,,,False
NCT01098253,30.0,,All,,,,,True
NCT01585506,,,All,,,,,True
NCT02871882,18.0,70.0,All,30.0,,8.0,,False
NCT01536626,,,All,,,,,True
NCT04281069,18.0,,Female,,,,,True
